Date,Technology,Search_Interest,Job_Postings,GitHub_Repos,Research_Papers,Funding_Received
2023-12-16,Cybersecurity,63,2604,651,299,226000000
2023-12-16,AR/VR,20,2559,1515,484,237000000
2023-12-16,IoT,31,2117,563,17,380000000
2023-12-16,Biotech,69,1752,1981,189,81000000
2023-12-16,Renewable Energy,25,3226,776,433,233000000
2023-12-23,AI & Machine Learning,56,3475,640,268,18000000
2023-12-23,Quantum Computing,45,3393,478,141,428000000
2023-12-23,Blockchain,25,3414,313,338,10000000
2023-12-23,5G Networks,58,411,954,164,23000000
2023-12-23,Edge Computing,47,1444,114,375,30000000
2023-12-23,Cybersecurity,39,540,800,29,270000000
2023-12-23,AR/VR,30,4096,1072,276,376000000
2023-12-23,IoT,43,256,588,34,212000000
2023-12-23,Biotech,47,1978,909,179,192000000
2023-12-23,Renewable Energy,80,2846,1863,488,5000000
2023-12-30,AI & Machine Learning,57,2411,1149,369,256000000
2023-12-30,Quantum Computing,69,2702,1319,242,225000000
2023-12-30,Blockchain,78,1296,1580,355,220000000
2023-12-30,5G Networks,65,2106,877,232,455000000
2023-12-30,Edge Computing,23,4049,1045,51,235000000
2023-12-30,Cybersecurity,24,3693,1168,22,242000000
2023-12-30,AR/VR,49,202,1067,213,53000000
2023-12-30,IoT,40,3641,89,195,497000000
2023-12-30,Biotech,27,4007,1299,414,46000000
2023-12-30,Renewable Energy,98,4208,1542,364,236000000
2024-01-06,AI & Machine Learning,42,4837,1070,286,234000000
2024-01-06,Quantum Computing,98,800,440,65,157000000
2024-01-06,Blockchain,42,3513,1491,154,355000000
2024-01-06,5G Networks,84,703,245,458,353000000
2024-01-06,Edge Computing,92,4614,1586,236,98000000
2024-01-06,Cybersecurity,32,167,967,387,337000000
2024-01-06,AR/VR,96,4922,1485,361,76000000
2024-01-06,IoT,39,1103,660,129,235000000
2024-01-06,Biotech,57,3949,1624,32,384000000
2024-01-06,Renewable Energy,32,3602,1762,287,266000000
2024-01-13,AI & Machine Learning,25,3982,1523,88,289000000
2024-01-13,Quantum Computing,20,2908,1636,312,206000000
2024-01-13,Blockchain,69,1005,1671,352,304000000
2024-01-13,5G Networks,77,4337,372,280,244000000
2024-01-13,Edge Computing,60,2895,401,491,327000000
2024-01-13,Cybersecurity,32,2344,850,302,488000000
2024-01-13,AR/VR,33,2397,1592,203,480000000
2024-01-13,IoT,58,1825,1286,10,76000000
2024-01-13,Biotech,32,974,1847,87,192000000
2024-01-13,Renewable Energy,69,2887,733,285,290000000
2024-01-20,AI & Machine Learning,70,2447,1860,40,46000000
2024-01-20,Quantum Computing,42,4273,1847,266,333000000
2024-01-20,Blockchain,99,1491,149,303,350000000
2024-01-20,5G Networks,65,722,1127,396,442000000
2024-01-20,Edge Computing,25,1976,1411,10,232000000
2024-01-20,Cybersecurity,73,3058,1460,310,38000000
2024-01-20,AR/VR,27,3289,62,245,50000000
2024-01-20,IoT,85,3595,726,435,116000000
2024-01-20,Biotech,27,4619,498,271,337000000
2024-01-20,Renewable Energy,62,4562,640,139,413000000
2024-01-27,AI & Machine Learning,71,4925,1829,32,331000000
2024-01-27,Quantum Computing,92,305,1992,491,392000000
2024-01-27,Blockchain,69,2246,1794,36,450000000
2024-01-27,5G Networks,20,1846,549,190,445000000
2024-01-27,Edge Computing,48,2619,239,77,219000000
2024-01-27,Cybersecurity,33,2906,1931,463,386000000
2024-01-27,AR/VR,61,838,1490,305,444000000
2024-01-27,IoT,41,584,1359,26,239000000
2024-01-27,Biotech,79,398,1553,181,164000000
2024-01-27,Renewable Energy,65,1121,928,202,286000000
2024-02-03,AI & Machine Learning,86,149,950,126,322000000
2024-02-03,Quantum Computing,70,3848,253,209,315000000
2024-02-03,Blockchain,97,2014,1137,194,344000000
2024-02-03,5G Networks,91,2392,779,28,497000000
2024-02-03,Edge Computing,71,1592,931,296,225000000
2024-02-03,Cybersecurity,57,1854,1522,109,19000000
2024-02-03,AR/VR,36,3463,871,42,254000000
2024-02-03,IoT,84,124,1695,377,300000000
2024-02-03,Biotech,95,4700,1301,54,83000000
2024-02-03,Renewable Energy,93,3722,1504,399,395000000
2024-02-10,AI & Machine Learning,21,4472,375,234,351000000
2024-02-10,Quantum Computing,23,1094,1163,162,116000000
2024-02-10,Blockchain,49,4951,213,480,314000000
2024-02-10,5G Networks,67,658,1019,465,393000000
2024-02-10,Edge Computing,88,1948,464,138,448000000
2024-02-10,Cybersecurity,84,3225,1940,62,404000000
2024-02-10,AR/VR,29,3232,573,178,71000000
2024-02-10,IoT,32,2992,1213,483,62000000
2024-02-10,Biotech,36,3873,1035,38,351000000
2024-02-10,Renewable Energy,66,4978,583,327,344000000
2024-02-17,AI & Machine Learning,48,4217,1862,210,152000000
2024-02-17,Quantum Computing,90,2164,1084,473,254000000
2024-02-17,Blockchain,76,2925,1970,39,322000000
2024-02-17,5G Networks,46,4891,1682,25,29000000
2024-02-17,Edge Computing,76,4915,137,32,362000000
2024-02-17,Cybersecurity,49,3781,299,71,386000000
2024-02-17,AR/VR,46,2798,1915,306,457000000
2024-02-17,IoT,57,3255,353,268,471000000
2024-02-17,Biotech,30,1531,971,265,119000000
2024-02-17,Renewable Energy,96,3447,506,215,404000000
2024-02-24,AI & Machine Learning,23,4618,1290,114,35000000
2024-02-24,Quantum Computing,53,4157,316,286,367000000
2024-02-24,Blockchain,41,4181,461,281,258000000
2024-02-24,5G Networks,55,3914,130,478,422000000
2024-02-24,Edge Computing,30,3900,1552,206,44000000
2024-02-24,Cybersecurity,65,4329,1308,27,71000000
2024-02-24,AR/VR,47,3167,499,392,156000000
2024-02-24,IoT,64,3515,890,259,491000000
2024-02-24,Biotech,40,3863,1102,475,32000000
2024-02-24,Renewable Energy,39,3494,840,45,66000000
2024-03-02,AI & Machine Learning,88,2105,1394,342,83000000
2024-03-02,Quantum Computing,55,4619,122,193,243000000
2024-03-02,Blockchain,50,3546,983,191,230000000
2024-03-02,5G Networks,71,2199,903,166,383000000
2024-03-02,Edge Computing,63,434,1646,349,271000000
2024-03-02,Cybersecurity,86,2839,1285,477,68000000
2024-03-02,AR/VR,47,567,581,476,440000000
2024-03-02,IoT,59,486,581,283,172000000
2024-03-02,Biotech,66,4627,1998,263,392000000
2024-03-02,Renewable Energy,99,670,1315,75,453000000
2024-03-09,AI & Machine Learning,54,3830,1858,209,133000000
2024-03-09,Quantum Computing,47,522,1217,476,314000000
2024-03-09,Blockchain,36,493,1290,442,407000000
2024-03-09,5G Networks,21,158,1533,118,164000000
2024-03-09,Edge Computing,25,4588,1889,331,475000000
2024-03-09,Cybersecurity,33,3186,343,80,305000000
2024-03-09,AR/VR,38,2627,880,386,174000000
2024-03-09,IoT,54,2262,559,110,123000000
2024-03-09,Biotech,37,760,788,11,256000000
2024-03-09,Renewable Energy,98,4896,771,107,185000000
2024-03-16,AI & Machine Learning,49,335,1087,167,472000000
2024-03-16,Quantum Computing,54,1870,1774,16,371000000
2024-03-16,Blockchain,21,4349,1382,291,295000000
2024-03-16,5G Networks,35,3289,1779,389,255000000
2024-03-16,Edge Computing,37,899,816,436,253000000
2024-03-16,Cybersecurity,60,3909,788,124,24000000
2024-03-16,AR/VR,53,1237,582,349,333000000
2024-03-16,IoT,47,3075,501,319,497000000
2024-03-16,Biotech,97,4680,1058,204,9000000
2024-03-16,Renewable Energy,65,3204,1240,47,398000000
2024-03-23,AI & Machine Learning,39,3541,567,323,8000000
2024-03-23,Quantum Computing,72,1711,1984,453,329000000
2024-03-23,Blockchain,68,1252,975,166,66000000
2024-03-23,5G Networks,26,1567,1099,203,280000000
2024-03-23,Edge Computing,24,1496,1378,80,271000000
2024-03-23,Cybersecurity,80,4349,279,76,133000000
2024-03-23,AR/VR,87,183,600,122,259000000
2024-03-23,IoT,36,1724,1631,361,61000000
2024-03-23,Biotech,45,2283,1783,112,187000000
2024-03-23,Renewable Energy,26,3920,1273,207,286000000
2024-03-30,AI & Machine Learning,86,981,884,487,485000000
2024-03-30,Quantum Computing,30,914,583,301,285000000
2024-03-30,Blockchain,65,807,1415,199,319000000
2024-03-30,5G Networks,77,3484,258,115,83000000
2024-03-30,Edge Computing,76,1763,1428,217,279000000
2024-03-30,Cybersecurity,61,2041,703,173,362000000
2024-03-30,AR/VR,97,2218,745,495,185000000
2024-03-30,IoT,57,4554,1823,467,175000000
2024-03-30,Biotech,41,3092,1556,109,413000000
2024-03-30,Renewable Energy,99,3518,1106,255,164000000
2024-04-06,AI & Machine Learning,78,4783,1855,63,434000000
2024-04-06,Quantum Computing,26,1106,1851,52,416000000
2024-04-06,Blockchain,20,4007,778,441,406000000
2024-04-06,5G Networks,76,4321,1646,369,301000000
2024-04-06,Edge Computing,87,2921,1899,357,98000000
2024-04-06,Cybersecurity,77,1240,799,140,105000000
2024-04-06,AR/VR,70,1982,384,394,147000000
2024-04-06,IoT,21,556,312,259,103000000
2024-04-06,Biotech,58,4677,1720,424,169000000
2024-04-06,Renewable Energy,64,3510,378,447,250000000
2024-04-13,AI & Machine Learning,49,2398,478,455,11000000
2024-04-13,Quantum Computing,65,648,1956,178,331000000
2024-04-13,Blockchain,72,1830,962,121,333000000
2024-04-13,5G Networks,65,2945,828,396,210000000
2024-04-13,Edge Computing,29,4689,565,464,62000000
2024-04-13,Cybersecurity,47,4215,857,12,219000000
2024-04-13,AR/VR,94,4890,273,231,414000000
2024-04-13,IoT,56,4374,1074,224,323000000
2024-04-13,Biotech,25,3205,734,201,394000000
2024-04-13,Renewable Energy,25,3996,1132,477,405000000
2024-04-20,AI & Machine Learning,36,169,116,499,71000000
2024-04-20,Quantum Computing,42,497,1172,356,220000000
2024-04-20,Blockchain,99,468,1366,416,134000000
2024-04-20,5G Networks,38,1847,931,490,385000000
2024-04-20,Edge Computing,26,804,1655,279,109000000
2024-04-20,Cybersecurity,25,3395,679,71,292000000
2024-04-20,AR/VR,83,494,1544,246,183000000
2024-04-20,IoT,22,721,759,483,160000000
2024-04-20,Biotech,64,516,480,274,470000000
2024-04-20,Renewable Energy,56,822,1396,235,231000000
2024-04-27,AI & Machine Learning,90,942,571,353,114000000
2024-04-27,Quantum Computing,49,3515,1932,205,475000000
2024-04-27,Blockchain,99,4979,640,381,195000000
2024-04-27,5G Networks,36,3757,270,346,315000000
2024-04-27,Edge Computing,70,2960,110,390,244000000
2024-04-27,Cybersecurity,34,2410,609,409,352000000
2024-04-27,AR/VR,55,2841,1876,341,272000000
2024-04-27,IoT,46,2314,1142,457,243000000
2024-04-27,Biotech,61,2478,1306,467,274000000
2024-04-27,Renewable Energy,96,1297,128,432,274000000
2024-05-04,AI & Machine Learning,76,3992,482,393,22000000
2024-05-04,Quantum Computing,86,915,1305,307,450000000
2024-05-04,Blockchain,37,2942,1539,313,90000000
2024-05-04,5G Networks,43,3448,949,456,16000000
2024-05-04,Edge Computing,48,331,947,129,167000000
2024-05-04,Cybersecurity,32,1888,61,499,126000000
2024-05-04,AR/VR,56,4257,1227,33,50000000
2024-05-04,IoT,88,4139,1891,108,405000000
2024-05-04,Biotech,20,2091,388,58,146000000
2024-05-04,Renewable Energy,55,728,1206,156,116000000
2024-05-11,AI & Machine Learning,21,1281,1191,371,454000000
2024-05-11,Quantum Computing,46,3238,1259,158,391000000
2024-05-11,Blockchain,46,1415,581,294,58000000
2024-05-11,5G Networks,63,2508,927,136,18000000
2024-05-11,Edge Computing,78,4450,1863,199,399000000
2024-05-11,Cybersecurity,35,2609,666,430,136000000
2024-05-11,AR/VR,73,608,576,75,255000000
2024-05-11,IoT,68,3393,1733,435,106000000
2024-05-11,Biotech,96,3227,1538,460,301000000
2024-05-11,Renewable Energy,98,3050,1865,406,52000000
2024-05-18,AI & Machine Learning,35,2560,1539,286,44000000
2024-05-18,Quantum Computing,47,3802,728,325,83000000
2024-05-18,Blockchain,99,4505,1330,159,441000000
2024-05-18,5G Networks,69,1230,496,278,163000000
2024-05-18,Edge Computing,44,871,1424,41,323000000
2024-05-18,Cybersecurity,98,3026,1857,482,431000000
2024-05-18,AR/VR,40,732,574,338,153000000
2024-05-18,IoT,23,1987,166,357,418000000
2024-05-18,Biotech,95,4316,797,126,411000000
2024-05-18,Renewable Energy,33,4133,421,19,411000000
2024-05-25,AI & Machine Learning,82,4618,1369,156,25000000
2024-05-25,Quantum Computing,67,4806,1971,387,459000000
2024-05-25,Blockchain,50,3658,1636,162,270000000
2024-05-25,5G Networks,57,1087,861,25,246000000
2024-05-25,Edge Computing,93,925,1316,404,386000000
2024-05-25,Cybersecurity,82,3615,482,233,196000000
2024-05-25,AR/VR,68,2610,1113,105,43000000
2024-05-25,IoT,98,300,1637,214,290000000
2024-05-25,Biotech,93,1538,1376,337,447000000
2024-05-25,Renewable Energy,50,2479,329,259,111000000
2024-06-01,AI & Machine Learning,97,2199,1316,247,477000000
2024-06-01,Quantum Computing,84,3257,798,408,477000000
2024-06-01,Blockchain,22,4071,159,222,272000000
2024-06-01,5G Networks,90,2151,1249,78,269000000
2024-06-01,Edge Computing,36,2463,504,219,41000000
2024-06-01,Cybersecurity,88,846,463,158,207000000
2024-06-01,AR/VR,78,2757,474,488,39000000
2024-06-01,IoT,54,294,399,68,63000000
2024-06-01,Biotech,78,3046,708,150,259000000
2024-06-01,Renewable Energy,55,2480,1214,399,253000000
2024-06-08,AI & Machine Learning,36,3611,1182,407,303000000
2024-06-08,Quantum Computing,94,941,1578,428,425000000
2024-06-08,Blockchain,72,1479,296,57,169000000
2024-06-08,5G Networks,38,500,1569,75,432000000
2024-06-08,Edge Computing,66,1553,287,211,309000000
2024-06-08,Cybersecurity,86,4216,696,482,190000000
2024-06-08,AR/VR,63,2872,293,304,301000000
2024-06-08,IoT,62,2324,1447,209,83000000
2024-06-08,Biotech,66,3119,749,15,254000000
2024-06-08,Renewable Energy,59,283,519,260,428000000
2024-06-15,AI & Machine Learning,54,4385,962,71,107000000
2024-06-15,Quantum Computing,53,899,562,476,432000000
2024-06-15,Blockchain,69,1781,837,371,81000000
2024-06-15,5G Networks,80,4579,946,306,288000000
2024-06-15,Edge Computing,78,1399,1261,30,487000000
2024-06-15,Cybersecurity,27,2798,684,31,226000000
2024-06-15,AR/VR,42,4426,1700,19,145000000
2024-06-15,IoT,99,3890,1185,407,86000000
2024-06-15,Biotech,27,4651,516,476,232000000
2024-06-15,Renewable Energy,27,3620,1942,288,75000000
2024-06-22,AI & Machine Learning,38,489,1300,294,140000000
2024-06-22,Quantum Computing,39,1531,182,51,463000000
2024-06-22,Blockchain,85,2698,1537,418,276000000
2024-06-22,5G Networks,72,4320,1411,157,125000000
2024-06-22,Edge Computing,43,4831,57,405,294000000
2024-06-22,Cybersecurity,58,1547,1960,129,203000000
2024-06-22,AR/VR,47,1769,1632,15,104000000
2024-06-22,IoT,66,4738,292,68,169000000
2024-06-22,Biotech,89,3748,945,393,110000000
2024-06-22,Renewable Energy,57,2777,660,111,161000000
2024-06-29,AI & Machine Learning,47,3109,518,74,25000000
2024-06-29,Quantum Computing,78,957,1626,386,304000000
2024-06-29,Blockchain,46,1339,846,488,275000000
2024-06-29,5G Networks,74,4627,1609,486,383000000
2024-06-29,Edge Computing,87,2075,1148,303,465000000
2024-06-29,Cybersecurity,73,568,1997,496,319000000
2024-06-29,AR/VR,48,3012,594,269,25000000
2024-06-29,IoT,27,4051,865,443,241000000
2024-06-29,Biotech,32,3121,696,133,214000000
2024-06-29,Renewable Energy,70,1706,1701,374,232000000
2024-07-06,AI & Machine Learning,33,4027,1825,478,359000000
2024-07-06,Quantum Computing,87,1578,1341,291,293000000
2024-07-06,Blockchain,30,1341,1104,350,155000000
2024-07-06,5G Networks,29,1468,1604,23,81000000
2024-07-06,Edge Computing,45,4170,202,317,199000000
2024-07-06,Cybersecurity,50,1859,460,445,354000000
2024-07-06,AR/VR,50,3177,1370,182,120000000
2024-07-06,IoT,62,1845,194,294,353000000
2024-07-06,Biotech,68,413,1721,362,454000000
2024-07-06,Renewable Energy,20,288,1737,131,145000000
2024-07-13,AI & Machine Learning,71,1200,1968,180,394000000
2024-07-13,Quantum Computing,65,3577,1044,136,392000000
2024-07-13,Blockchain,64,495,1180,152,30000000
2024-07-13,5G Networks,51,4743,1199,338,483000000
2024-07-13,Edge Computing,68,1408,1793,427,339000000
2024-07-13,Cybersecurity,64,1197,1949,316,4000000
2024-07-13,AR/VR,76,2688,617,356,121000000
2024-07-13,IoT,76,3894,1882,123,309000000
2024-07-13,Biotech,34,693,917,243,17000000
2024-07-13,Renewable Energy,30,1011,1678,151,428000000
2024-07-20,AI & Machine Learning,67,1071,1663,64,445000000
2024-07-20,Quantum Computing,44,127,131,449,181000000
2024-07-20,Blockchain,39,222,1605,176,291000000
2024-07-20,5G Networks,45,4836,166,233,292000000
2024-07-20,Edge Computing,62,4660,598,167,86000000
2024-07-20,Cybersecurity,39,3627,431,120,412000000
2024-07-20,AR/VR,63,1881,544,100,380000000
2024-07-20,IoT,43,1000,82,46,425000000
2024-07-20,Biotech,68,859,638,376,183000000
2024-07-20,Renewable Energy,32,1804,313,102,233000000
2024-07-27,AI & Machine Learning,82,4818,645,338,360000000
2024-07-27,Quantum Computing,29,4595,1047,70,472000000
2024-07-27,Blockchain,34,3601,1336,54,177000000
2024-07-27,5G Networks,42,1403,625,487,175000000
2024-07-27,Edge Computing,96,1253,294,464,405000000
2024-07-27,Cybersecurity,83,2142,903,260,171000000
2024-07-27,AR/VR,20,2536,783,163,383000000
2024-07-27,IoT,67,2811,1985,56,164000000
2024-07-27,Biotech,44,4977,1159,495,57000000
2024-07-27,Renewable Energy,90,4058,414,458,384000000
2024-08-03,AI & Machine Learning,62,724,980,452,181000000
2024-08-03,Quantum Computing,84,490,282,403,376000000
2024-08-03,Blockchain,96,3911,861,477,134000000
2024-08-03,5G Networks,46,1115,1007,319,71000000
2024-08-03,Edge Computing,73,537,511,106,268000000
2024-08-03,Cybersecurity,41,629,871,432,330000000
2024-08-03,AR/VR,35,2414,1827,413,66000000
2024-08-03,IoT,31,2575,957,73,353000000
2024-08-03,Biotech,41,1207,1692,262,65000000
2024-08-03,Renewable Energy,98,1663,197,196,202000000
2024-08-10,AI & Machine Learning,79,2169,117,453,244000000
2024-08-10,Quantum Computing,41,4018,1083,316,192000000
2024-08-10,Blockchain,67,1480,81,437,287000000
2024-08-10,5G Networks,20,1247,1702,164,495000000
2024-08-10,Edge Computing,27,2349,545,340,21000000
2024-08-10,Cybersecurity,67,3742,1850,150,309000000
2024-08-10,AR/VR,86,824,1687,61,151000000
2024-08-10,IoT,48,4736,506,32,146000000
2024-08-10,Biotech,33,1276,1661,19,364000000
2024-08-10,Renewable Energy,35,2729,104,82,427000000
2024-08-17,AI & Machine Learning,32,3130,1480,51,407000000
2024-08-17,Quantum Computing,59,3310,1630,475,387000000
2024-08-17,Blockchain,59,4870,1168,186,397000000
2024-08-17,5G Networks,46,4285,459,463,126000000
2024-08-17,Edge Computing,21,4309,94,26,324000000
2024-08-17,Cybersecurity,67,2667,98,215,152000000
2024-08-17,AR/VR,61,361,608,434,107000000
2024-08-17,IoT,71,1718,1251,105,62000000
2024-08-17,Biotech,64,1370,696,353,490000000
2024-08-17,Renewable Energy,94,1547,1475,205,406000000
2024-08-24,AI & Machine Learning,40,585,713,17,170000000
2024-08-24,Quantum Computing,65,4928,1041,220,188000000
2024-08-24,Blockchain,65,1469,270,389,429000000
2024-08-24,5G Networks,79,3666,1804,113,404000000
2024-08-24,Edge Computing,33,2370,167,90,247000000
2024-08-24,Cybersecurity,59,2237,1356,147,80000000
2024-08-24,AR/VR,74,4098,1055,201,368000000
2024-08-24,IoT,30,4174,1473,230,365000000
2024-08-24,Biotech,84,3798,619,23,172000000
2024-08-24,Renewable Energy,25,2002,727,97,494000000
2024-08-31,AI & Machine Learning,64,1518,247,154,19000000
2024-08-31,Quantum Computing,52,4968,1199,45,1000000
2024-08-31,Blockchain,42,2183,1215,476,340000000
2024-08-31,5G Networks,77,158,1085,228,311000000
2024-08-31,Edge Computing,93,800,1935,97,66000000
2024-08-31,Cybersecurity,44,158,1535,414,232000000
2024-08-31,AR/VR,52,2498,808,144,432000000
2024-08-31,IoT,73,1509,1686,385,446000000
2024-08-31,Biotech,96,4992,1779,322,23000000
2024-08-31,Renewable Energy,73,3957,792,412,303000000
2024-09-07,AI & Machine Learning,53,3252,1807,108,10000000
2024-09-07,Quantum Computing,59,3509,1341,443,20000000
2024-09-07,Blockchain,38,1027,1553,370,330000000
2024-09-07,5G Networks,97,3125,120,237,81000000
2024-09-07,Edge Computing,71,663,1443,489,199000000
2024-09-07,Cybersecurity,60,3365,808,111,334000000
2024-09-07,AR/VR,54,1614,191,170,498000000
2024-09-07,IoT,59,174,1659,401,391000000
2024-09-07,Biotech,97,3757,1587,456,4000000
2024-09-07,Renewable Energy,67,4486,515,16,178000000
2024-09-14,AI & Machine Learning,41,160,1333,414,119000000
2024-09-14,Quantum Computing,98,3791,1410,124,495000000
2024-09-14,Blockchain,34,4386,1258,189,76000000
2024-09-14,5G Networks,40,3377,1256,321,376000000
2024-09-14,Edge Computing,28,4872,1865,364,34000000
2024-09-14,Cybersecurity,55,2743,157,390,413000000
2024-09-14,AR/VR,25,746,366,258,303000000
2024-09-14,IoT,28,960,1942,292,473000000
2024-09-14,Biotech,99,2514,135,68,339000000
2024-09-14,Renewable Energy,67,688,1577,100,490000000
2024-09-21,AI & Machine Learning,64,2983,1947,158,55000000
2024-09-21,Quantum Computing,26,3847,1698,197,354000000
2024-09-21,Blockchain,26,2114,1352,188,71000000
2024-09-21,5G Networks,28,693,1853,358,406000000
2024-09-21,Edge Computing,62,4739,358,257,365000000
2024-09-21,Cybersecurity,85,2079,1498,267,411000000
2024-09-21,AR/VR,97,3441,605,398,313000000
2024-09-21,IoT,90,2752,676,274,107000000
2024-09-21,Biotech,61,1821,1519,394,247000000
2024-09-21,Renewable Energy,41,1957,1686,237,96000000
2024-09-28,AI & Machine Learning,57,4418,236,191,313000000
2024-09-28,Quantum Computing,57,4156,539,486,321000000
2024-09-28,Blockchain,47,2977,399,220,211000000
2024-09-28,5G Networks,94,2950,1347,28,159000000
2024-09-28,Edge Computing,68,1460,1006,79,243000000
2024-09-28,Cybersecurity,98,4436,1047,57,496000000
2024-09-28,AR/VR,79,2372,1128,187,203000000
2024-09-28,IoT,69,4688,1684,38,255000000
2024-09-28,Biotech,21,811,1900,170,165000000
2024-09-28,Renewable Energy,71,2183,778,367,88000000
2024-10-05,AI & Machine Learning,80,570,1065,163,161000000
2024-10-05,Quantum Computing,26,4495,1637,235,413000000
2024-10-05,Blockchain,48,376,347,67,348000000
2024-10-05,5G Networks,64,1459,1526,141,75000000
2024-10-05,Edge Computing,56,1369,1076,293,434000000
2024-10-05,Cybersecurity,70,4521,1328,360,59000000
2024-10-05,AR/VR,48,4335,1167,80,374000000
2024-10-05,IoT,46,270,1702,219,46000000
2024-10-05,Biotech,95,3439,360,85,126000000
2024-10-05,Renewable Energy,86,4920,1309,158,250000000
2024-10-12,AI & Machine Learning,35,2760,121,15,248000000
2024-10-12,Quantum Computing,82,4679,1091,465,256000000
2024-10-12,Blockchain,37,4466,1585,153,492000000
2024-10-12,5G Networks,91,1958,1846,414,37000000
2024-10-12,Edge Computing,81,3947,1775,393,308000000
2024-10-12,Cybersecurity,41,1265,1535,22,99000000
2024-10-12,AR/VR,31,3746,587,178,253000000
2024-10-12,IoT,40,640,1024,487,106000000
2024-10-12,Biotech,74,332,1782,236,43000000
2024-10-12,Renewable Energy,61,110,899,343,377000000
2024-10-19,AI & Machine Learning,96,1774,401,205,452000000
2024-10-19,Quantum Computing,95,2695,1889,392,242000000
2024-10-19,Blockchain,38,4827,1857,282,73000000
2024-10-19,5G Networks,92,1516,203,400,299000000
2024-10-19,Edge Computing,36,4161,750,12,112000000
2024-10-19,Cybersecurity,89,2489,1486,344,318000000
2024-10-19,AR/VR,41,699,1159,119,116000000
2024-10-19,IoT,50,247,1285,294,228000000
2024-10-19,Biotech,58,1550,983,236,304000000
2024-10-19,Renewable Energy,76,663,1849,96,77000000
2024-10-26,AI & Machine Learning,67,4305,1792,163,394000000
2024-10-26,Quantum Computing,81,3680,1067,181,238000000
2024-10-26,Blockchain,34,3883,175,135,491000000
2024-10-26,5G Networks,84,199,1820,351,97000000
2024-10-26,Edge Computing,22,1845,1299,346,99000000
2024-10-26,Cybersecurity,92,4415,281,382,430000000
2024-10-26,AR/VR,53,4263,617,361,273000000
2024-10-26,IoT,47,4648,752,470,438000000
2024-10-26,Biotech,21,1768,1264,203,354000000
2024-10-26,Renewable Energy,84,4980,1206,278,108000000
2024-11-02,AI & Machine Learning,20,3111,1852,228,62000000
2024-11-02,Quantum Computing,69,2199,579,40,60000000
2024-11-02,Blockchain,75,1725,361,141,188000000
2024-11-02,5G Networks,32,2688,504,39,138000000
2024-11-02,Edge Computing,23,4012,1678,343,376000000
2024-11-02,Cybersecurity,66,493,656,151,425000000
2024-11-02,AR/VR,65,3152,1548,259,387000000
2024-11-02,IoT,63,3302,1281,396,240000000
2024-11-02,Biotech,57,1082,1828,356,202000000
2024-11-02,Renewable Energy,57,1356,698,401,407000000
2024-11-09,AI & Machine Learning,73,4810,218,336,109000000
2024-11-09,Quantum Computing,64,4534,1530,205,236000000
2024-11-09,Blockchain,40,3910,1787,83,287000000
2024-11-09,5G Networks,25,4445,233,263,183000000
2024-11-09,Edge Computing,92,3477,128,344,239000000
2024-11-09,Cybersecurity,40,864,1349,161,280000000
2024-11-09,AR/VR,34,4741,900,327,252000000
2024-11-09,IoT,59,3700,1068,337,439000000
2024-11-09,Biotech,79,205,1465,77,309000000
2024-11-09,Renewable Energy,28,2890,534,341,4000000
2024-11-16,AI & Machine Learning,57,3989,295,315,423000000
2024-11-16,Quantum Computing,42,2887,1324,298,31000000
2024-11-16,Blockchain,68,3734,884,89,208000000
2024-11-16,5G Networks,24,4778,1424,239,448000000
2024-11-16,Edge Computing,28,342,1706,461,115000000
2024-11-16,Cybersecurity,67,2587,676,486,339000000
2024-11-16,AR/VR,54,2399,917,247,454000000
2024-11-16,IoT,71,3413,695,166,75000000
2024-11-16,Biotech,31,2163,1909,415,354000000
2024-11-16,Renewable Energy,73,345,1217,408,123000000
2024-11-23,AI & Machine Learning,24,483,454,177,345000000
2024-11-23,Quantum Computing,30,1781,1469,133,466000000
2024-11-23,Blockchain,93,1933,977,183,470000000
2024-11-23,5G Networks,90,974,118,365,447000000
2024-11-23,Edge Computing,46,2647,984,49,137000000
2024-11-23,Cybersecurity,83,3371,1927,215,77000000
2024-11-23,AR/VR,97,264,778,79,437000000
2024-11-23,IoT,57,1743,304,310,25000000
2024-11-23,Biotech,60,3855,1481,269,458000000
2024-11-23,Renewable Energy,28,666,1159,83,326000000
2024-11-30,AI & Machine Learning,41,197,81,133,343000000
2024-11-30,Quantum Computing,89,516,1754,205,104000000
2024-11-30,Blockchain,99,3920,1774,455,264000000
2024-11-30,5G Networks,73,4738,1497,472,240000000
2024-11-30,Edge Computing,72,4933,1949,304,190000000
2024-11-30,Cybersecurity,67,408,1125,302,131000000
2024-11-30,AR/VR,49,2756,1890,113,43000000
2024-11-30,IoT,63,2336,841,328,281000000
2024-11-30,Biotech,88,649,343,304,223000000
2024-11-30,Renewable Energy,48,3156,642,422,91000000
2024-12-07,AI & Machine Learning,35,1432,888,186,468000000
2024-12-07,Quantum Computing,77,547,1018,445,171000000
2024-12-07,Blockchain,63,4405,361,215,430000000
2024-12-07,5G Networks,81,1669,1905,245,131000000
2024-12-07,Edge Computing,73,3197,1278,424,48000000
2024-12-07,Cybersecurity,93,4729,870,201,495000000
2024-12-07,AR/VR,80,2770,1735,84,188000000
2024-12-07,IoT,50,4169,1100,448,407000000
2024-12-07,Biotech,96,3325,546,154,327000000
